% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.402094080e+00 +8.088209408e+01 +8.088209408e+01 +0.0000e+00 +0.0000e+00
3 0 +8.995529169e-01 +8.037955292e+01 +8.037955292e+01 -6.9374e-01 -1.2169e+00
9 0 +5.682567483e-01 +8.004825675e+01 +8.004825675e+01 -4.9984e-01 -1.1145e+00
10 0 +3.905426581e-01 +7.987054266e+01 +7.987054266e+01 +3.2845e-02 -1.7417e+00
14 0 +1.492642168e-01 +7.962926422e+01 +7.962926422e+01 +3.3237e-01 -1.5349e+00
19 0 +4.945069571e-02 +7.952945070e+01 +7.952945070e+01 +4.4406e-01 -1.2702e+00
43 0 +4.191020339e-02 +7.952191020e+01 +7.952191020e+01 +4.3231e-01 -1.2552e+00
48 0 +3.242361298e-02 +7.951242361e+01 +7.951242361e+01 +4.1837e-01 -1.0860e+00
56 0 +1.360744742e-03 +7.948136074e+01 +7.948136074e+01 +2.1668e-01 -1.1643e+00
80 0 +4.583429269e-05 +7.948004583e+01 +7.948004583e+01 +2.4837e-01 -1.1619e+00
119 0 +2.487664688e-05 +7.948002488e+01 +7.948002488e+01 +2.5766e-01 -1.1557e+00
120 0 +7.811581298e-06 +7.948000781e+01 +7.948000781e+01 +2.5008e-01 -1.1574e+00
135 0 +1.762674714e-06 +7.948000176e+01 +7.948000176e+01 +2.5245e-01 -1.1555e+00
137 0 +1.418902457e-06 +7.948000142e+01 +7.948000142e+01 +2.5201e-01 -1.1577e+00
149 0 +8.360562731e-07 +7.948000084e+01 +7.948000084e+01 +2.5218e-01 -1.1561e+00
158 0 +5.199780162e-08 +7.948000005e+01 +7.948000005e+01 +2.5265e-01 -1.1566e+00
179 0 +4.812089571e-08 +7.948000005e+01 +7.948000005e+01 +2.5291e-01 -1.1566e+00
193 0 +4.752479299e-09 +7.948000000e+01 +7.948000000e+01 +2.5279e-01 -1.1569e+00
407 0 +0.000000000e+00 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00
