% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.402094080e+00 +8.088209408e+01 +8.088209408e+01 +0.0000e+00 +0.0000e+00
2 0 +2.670976624e-01 +7.974709766e+01 +7.974709766e+01 +1.8107e-01 -6.4499e-01
6 0 +1.625068802e-01 +7.964250688e+01 +7.964250688e+01 +3.1958e-01 -7.5925e-01
17 0 +1.360583944e-01 +7.961605839e+01 +7.961605839e+01 -7.6281e-02 -9.9017e-01
25 0 +6.617779342e-02 +7.954617779e+01 +7.954617779e+01 +3.9496e-01 -9.4240e-01
27 0 +3.156675642e-02 +7.951156676e+01 +7.951156676e+01 +7.5709e-02 -1.1425e+00
53 0 +2.347668986e-02 +7.950347669e+01 +7.950347669e+01 +1.0791e-01 -1.2066e+00
55 0 +2.194786711e-02 +7.950194787e+01 +7.950194787e+01 +2.0886e-01 -1.0153e+00
56 0 +1.442063585e-02 +7.949442064e+01 +7.949442064e+01 +1.5925e-01 -1.0815e+00
66 0 +1.073676827e-02 +7.949073677e+01 +7.949073677e+01 +1.5025e-01 -1.1419e+00
68 0 +7.389867861e-03 +7.948738987e+01 +7.948738987e+01 +2.1585e-01 -1.2344e+00
74 0 +1.167394401e-03 +7.948116739e+01 +7.948116739e+01 +2.8594e-01 -1.1485e+00
82 0 +6.959137576e-04 +7.948069591e+01 +7.948069591e+01 +2.7648e-01 -1.1684e+00
86 0 +3.741459511e-05 +7.948003741e+01 +7.948003741e+01 +2.4682e-01 -1.1555e+00
98 0 +1.353540014e-06 +7.948000135e+01 +7.948000135e+01 +2.5330e-01 -1.1557e+00
156 0 +3.956914867e-07 +7.948000040e+01 +7.948000040e+01 +2.5270e-01 -1.1574e+00
169 0 +9.643575538e-08 +7.948000010e+01 +7.948000010e+01 +2.5310e-01 -1.1569e+00
200 0 +1.974541419e-08 +7.948000002e+01 +7.948000002e+01 +2.5294e-01 -1.1568e+00
215 0 +1.336960054e-08 +7.948000001e+01 +7.948000001e+01 +2.5289e-01 -1.1569e+00
222 0 +5.792315960e-09 +7.948000001e+01 +7.948000001e+01 +2.5287e-01 -1.1568e+00
449 0 +0.000000000e+00 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00
