% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=491292, Tue Oct  3 17:46:04 2023, <python>{}</python>
1 6 0.953540957147175 1.0000250003125026 80.37955291689927 8.0379552916899272e+01 82.20104794376967 85.6647383769222 3.543515164199192   
2 12 1.1271984909379233 1.1763231688214761 79.87054265806748 7.9870542658067478e+01 81.96429341918086 87.15146574891939 2.4009536634045645   
3 18 0.9469962950431525 1.564857401339837 79.52945069570801 7.9529450695708007e+01 82.36611777049717 83.17580501029333 3.211235741115175   
4 24 0.7391682765195184 1.3413462836557992 79.52945069570801 7.9719131141621276e+01 80.6091300538179 81.34139112857397 0.8000422345190827   
5 30 0.6278194717750066 1.334681091000952 79.52945069570801 7.9541230118410567e+01 80.48868206107882 80.6589971298379 1.0465863059039577   
6 36 0.5535782997377332 1.41060304778304 79.52945069570801 7.9547921865074372e+01 79.9570645660971 80.16364506734328 0.3796747149570763   
7 42 0.46220696481504586 1.261025367141558 79.52191020339349 7.9521910203393489e+01 79.61659359857295 79.8542263397053 0.14254154354019022   
8 48 0.4163224318946018 1.5731765713598582 79.51242361297534 7.9512423612975340e+01 79.70916260104666 80.17647981356308 0.13831375422020642   
9 54 0.35867565517794464 1.4197047258317477 79.51242361297534 7.9518111933450541e+01 79.65299178058851 79.76085254486142 0.17656191362830498   
10 60 0.3006882796365446 1.3186552790711905 79.48136074474208 7.9481360744742076e+01 79.53119982631979 79.65162788226212 0.14346363916750704   
11 66 0.23028956628669048 1.316923040710167 79.48136074474208 7.9487870980072614e+01 79.507120747286 79.51823837356324 0.001808796646074029   
12 72 0.17308025668195087 1.2050997114805924 79.48136074474208 7.9481573329773553e+01 79.49439312928251 79.53763950587134 0.0193530569436291   
13 78 0.1801774462430372 1.3031291757270707 79.48136074474208 7.9481944914756994e+01 79.4838608765722 79.49700426556399 0.002567112478388367   
14 84 0.13257086491257764 1.0895917755074318 79.4800458342927 7.9480045834292696e+01 79.48171904203457 79.48548258593166 0.0020433368297290144   
15 90 0.11122662887506067 1.392089701376593 79.4800458342927 7.9480328958390359e+01 79.48395353491684 79.48638713574908 0.005140959783020094   
16 96 0.08087172560275668 1.1884169261310167 79.4800458342927 7.9480153974801453e+01 79.48094518173893 79.48355558342027 0.0006957047453539644   
17 102 0.06201447181850411 1.0173552417491492 79.4800458342927 7.9480420629702763e+01 79.48094035245383 79.4813413366832 0.0006343520684026771   
18 108 0.062349812530644796 1.2504002617478873 79.4800458342927 7.9480053449260765e+01 79.48069551634678 79.48111119651256 0.0008756399018778893   
19 114 0.049382501266519864 1.220594498288895 79.4800458342927 7.9480073340255061e+01 79.48068421391143 79.48128135308815 0.0009768305668558241   
20 120 0.036547366223138165 1.2665394520406086 79.4800078115813 7.9480007811581302e+01 79.48007500742358 79.48061091552238 0.00014133713132480352   
21 126 0.031139422502159717 1.2280014370425278 79.4800078115813 7.9480008638662838e+01 79.48003647481325 79.48006814980538 1.9626355054924716e-05   
22 132 0.02929910817667803 1.3368654116162861 79.4800078115813 7.9480017924257325e+01 79.480044742719 79.48014988532728 5.263176241498968e-05   
23 138 0.027132215154854027 1.2518683425503456 79.48000141890246 7.9480001418902461e+01 79.48002767319352 79.48003491727337 3.28715665460777e-05   
24 144 0.023677571902827235 1.2432101676888425 79.48000141890246 7.9480001487343216e+01 79.48001940371472 79.48003017139297 2.0422858995061688e-05   
25 150 0.017686719328518757 1.1606543115457502 79.48000083605628 7.9480000836056277e+01 79.48001784716361 79.48004321458586 2.977179033791799e-05   
26 156 0.013080521256806532 1.2024589337443765 79.48000083605628 7.9480000925988236e+01 79.48000239861969 79.48001644824558 2.837209763129067e-06   
27 162 0.012684516941428654 1.307045777409069 79.4800000519978 7.9480000051997806e+01 79.48000292945308 79.48000669761755 3.740454701528506e-06   
28 168 0.009556721635367575 1.1386105349344138 79.4800000519978 7.9480000158400998e+01 79.48000115751019 79.48000834220397 7.520382183656693e-06   
