% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.402094080e+00 +8.088209408e+01 +8.088209408e+01 +0.0000e+00 +0.0000e+00
2 0 +7.684366349e-01 +8.024843663e+01 +8.024843663e+01 -1.9942e-01 -4.0585e-01
5 0 +2.784780662e-01 +7.975847807e+01 +7.975847807e+01 +9.6198e-02 -6.5286e-01
24 0 +2.200998513e-01 +7.970009985e+01 +7.970009985e+01 +7.1577e-01 -1.0809e+00
26 0 +1.659277168e-01 +7.964592772e+01 +7.964592772e+01 -6.4667e-02 -1.4120e+00
27 0 +6.467255640e-02 +7.954467256e+01 +7.954467256e+01 +4.8418e-01 -1.0513e+00
30 0 +4.169339927e-03 +7.948416934e+01 +7.948416934e+01 +2.8352e-01 -1.2136e+00
42 0 +1.806066397e-03 +7.948180607e+01 +7.948180607e+01 +2.5588e-01 -1.1144e+00
56 0 +1.529590421e-03 +7.948152959e+01 +7.948152959e+01 +2.9132e-01 -1.1500e+00
65 0 +8.157681825e-04 +7.948081577e+01 +7.948081577e+01 +2.5085e-01 -1.1283e+00
69 0 +3.808557747e-04 +7.948038086e+01 +7.948038086e+01 +2.4051e-01 -1.1720e+00
86 0 +2.756056575e-04 +7.948027561e+01 +7.948027561e+01 +2.3774e-01 -1.1638e+00
94 0 +2.370059315e-04 +7.948023701e+01 +7.948023701e+01 +2.4793e-01 -1.1714e+00
101 0 +1.844704069e-04 +7.948018447e+01 +7.948018447e+01 +2.4753e-01 -1.1693e+00
102 0 +5.133381326e-05 +7.948005133e+01 +7.948005133e+01 +2.4833e-01 -1.1512e+00
113 0 +1.548679833e-05 +7.948001549e+01 +7.948001549e+01 +2.4887e-01 -1.1571e+00
114 0 +6.254628218e-06 +7.948000625e+01 +7.948000625e+01 +2.5387e-01 -1.1591e+00
124 0 +3.575180784e-06 +7.948000358e+01 +7.948000358e+01 +2.5094e-01 -1.1565e+00
129 0 +2.895032793e-06 +7.948000290e+01 +7.948000290e+01 +2.5357e-01 -1.1553e+00
148 0 +1.039002953e-06 +7.948000104e+01 +7.948000104e+01 +2.5181e-01 -1.1566e+00
159 0 +3.543305525e-07 +7.948000035e+01 +7.948000035e+01 +2.5234e-01 -1.1572e+00
164 0 +2.084542956e-07 +7.948000021e+01 +7.948000021e+01 +2.5252e-01 -1.1564e+00
172 0 +9.289657044e-08 +7.948000009e+01 +7.948000009e+01 +2.5271e-01 -1.1565e+00
178 0 +3.044654306e-08 +7.948000003e+01 +7.948000003e+01 +2.5263e-01 -1.1568e+00
188 0 +2.494542173e-08 +7.948000002e+01 +7.948000002e+01 +2.5296e-01 -1.1568e+00
194 0 +4.299991474e-09 +7.948000000e+01 +7.948000000e+01 +2.5283e-01 -1.1569e+00
419 0 +0.000000000e+00 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00
