% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.402094080e+00 +8.088209408e+01 +8.088209408e+01 +0.0000e+00 +0.0000e+00
7 0 +1.275908866e+00 +8.075590887e+01 +8.075590887e+01 -8.2479e-01 -1.4955e+00
9 0 +1.711091523e-01 +7.965110915e+01 +7.965110915e+01 +3.7234e-01 -7.6080e-01
11 0 +3.577081564e-02 +7.951577082e+01 +7.951577082e+01 +2.2620e-01 -9.6955e-01
34 0 +1.500103402e-02 +7.949500103e+01 +7.949500103e+01 +3.7288e-01 -1.1809e+00
41 0 +1.478396148e-02 +7.949478396e+01 +7.949478396e+01 +2.1104e-01 -1.0426e+00
45 0 +8.035939261e-04 +7.948080359e+01 +7.948080359e+01 +2.7515e-01 -1.1742e+00
84 0 +4.615001267e-04 +7.948046150e+01 +7.948046150e+01 +2.3796e-01 -1.1723e+00
94 0 +2.847195794e-04 +7.948028472e+01 +7.948028472e+01 +2.4469e-01 -1.1716e+00
96 0 +1.408294035e-04 +7.948014083e+01 +7.948014083e+01 +2.4408e-01 -1.1487e+00
104 0 +8.641738512e-05 +7.948008642e+01 +7.948008642e+01 +2.5736e-01 -1.1649e+00
109 0 +5.088352205e-05 +7.948005088e+01 +7.948005088e+01 +2.5091e-01 -1.1499e+00
122 0 +1.011473982e-05 +7.948001011e+01 +7.948001011e+01 +2.5579e-01 -1.1557e+00
128 0 +1.552915947e-06 +7.948000155e+01 +7.948000155e+01 +2.5366e-01 -1.1577e+00
159 0 +3.825559247e-08 +7.948000004e+01 +7.948000004e+01 +2.5286e-01 -1.1566e+00
212 0 +3.406861993e-08 +7.948000003e+01 +7.948000003e+01 +2.5264e-01 -1.1567e+00
219 0 +1.510854020e-08 +7.948000002e+01 +7.948000002e+01 +2.5281e-01 -1.1567e+00
246 0 +1.397793881e-09 +7.948000000e+01 +7.948000000e+01 +2.5278e-01 -1.1568e+00
380 0 +0.000000000e+00 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00
